mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
45.3089 74.9916 0.630133 2.72963 43.6128 111.96 1 0 54.6985 1.21241 100.072 -0.424779 -1 13 23.5183 0.160765 23.8228 -1.05491 1 11 0.33022
46.0306 46.3816 1.30772 1.74452 60.6785 81.2505 1 0 31.4356 -0.512379 35.6531 -2.39964 1 11 26.8949 0.461663 29.8125 -1.09192 -1 13 1.66442
11.3905 48.8917 0.28949 2.81991 86.6929 128.528 1 0 25.6038 0.651085 31.2251 2.03583 -1 11 23.8038 0.292976 24.833 1.74634 1 13 0
32.4017 96.3902 0.472194 1.71795 46.1439 100.995 1 0 52.2628 -1.44739 117.257 -2.43095 1 13 46.8691 -0.993328 71.957 -2.90314 -1 11 1.17326
35.0914 89.1857 0.739908 2.50369 42.5289 116.962 1 0 76.6465 0.503737 86.5785 -2.95076 1 11 16.0827 -0.173171 16.3248 -2.21085 -1 13 1.51132
49.3516 71.3441 1.00569 2.3238 78.0167 136.911 1 0 56.3964 1.21812 103.674 -2.58573 1 11 22.9173 0.275904 23.7953 -1.58004 -1 13 0.622922
21.601 53.9828 0.490585 3.14159 82.2178 133.242 1 0 29.4468 -0.985019 44.9254 1.78088 -1 11 26.1959 -0.386562 28.1778 2.27147 1 13 0.492144
45.932 77.9498 1.17801 3.1119 65.168 142.53 0 0 65.2417 -0.176689 66.2628 -0.753946 1 13 24.4576 0.118392 24.6292 0.424064 -1 11 1.15691
54.7465 42.2366 1.62797 2.47372 45.5322 82.8619 0 0 31.3107 -0.45957 34.6758 -1.64186 -1 11 30.1928 0.527533 34.4925 -0.013896 1 13 0.882918
30.7489 70.4943 0.92645 2.25999 60.8524 118.471 1 0 58.3638 -0.754192 75.7646 -2.55879 1 13 17.783 -0.420595 19.3793 2.79794 -1 11 0.621973
12.7436 88.4075 0.0462986 2.84227 96.9127 183.056 1 0 62.3395 -0.933481 91.5309 0.246951 1 11 26.0877 -0.622188 31.3024 0.293249 -1 13 1.16103
34.6452 48.5149 1.21272 2.56522 73.2799 114.333 1 0 31.946 -1.5794 80.7938 2.17107 1 13 26.994 -1.88288 90.7615 -2.8994 -1 11 0
47.9231 104.249 1.14118 3.04287 108.371 212.322 0 0 94.0883 -0.12564 94.832 2.79369 1 13 20.4011 0.0459502 20.4226 -2.34832 -1 11 1.09461
21.6422 65.6334 0.561762 2.2564 52.7669 106.358 1 0 39.2115 0.281802 40.7789 -1.28581 1 13 29.0357 -0.0393243 29.0582 -1.84758 -1 11 0.621689
39.1889 82.0022 0.490991 2.95631 51.3875 129.272 1 0 47.3154 0.351211 50.2636 -1.81575 1 11 37.1834 -0.426908 40.6236 -2.30674 -1 13 0
38.3417 78.7921 0.407225 1.83772 121.328 155.443 0 0 44.6164 -1.25647 84.7189 0.263318 1 13 35.8172 -2.10085 148.56 -0.143907 -1 11 0.335463
14.5405 64.3923 0.470368 2.7716 88.6979 148.569 0 0 43.7846 -0.364524 46.726 -1.37541 1 11 22.2288 -0.364456 23.7217 -1.84578 -1 13 0.896667
22.8803 74.1645 0.380567 2.26821 74.9478 135.117 1 0 58.8683 -1.11223 99.1922 -1.98997 -1 11 16.2112 -0.48582 18.1625 -2.37054 1 13 1.61565
50.1108 57.9673 1.26342 3.00302 49.5099 106.887 1 0 49.0613 -2.04798 193.331 -2.6576 1 13 19.4133 -0.984541 29.6071 -1.39417 -1 11 1.11721
50.5283 100.736 1.34252 2.71776 69.4732 163.57 0 0 95.5656 2.20783 439.884 -0.800872 1 13 16.8782 2.39582 93.4069 0.541646 -1 11 0.82254
47.0706 80.3184 1.05178 2.75629 49.0776 123.245 1 0 67.1827 -0.0201274 67.1963 -2.88173 1 11 21.8847 0.672337 27.0204 2.34967 -1 13 0.723678
33.5706 65.8333 0.372554 2.16254 46.1329 97.2748 1 0 39.301 -0.420558 42.8281 -0.707049 1 11 27.6553 -1.3367 56.267 -1.0796 -1 13 0.899747
43.3162 44.2983 1.33868 2.76683 79.9338 116.928 1 0 36.4919 -0.6462 44.3798 2.10629 -1 11 18.0846 0.441006 19.8722 -2.83822 1 13 1.14212
50.7893 65.3861 0.716252 2.88169 152.292 197.894 1 0 52.2313 1.0696 85.0682 2.32463 1 11 16.2749 -0.391583 17.539 1.60838 -1 13 1.10157
35.9302 64.7677 0.955418 3.0685 48.9525 112.54 1 0 50.5474 1.1787 89.9193 2.43202 1 11 20.733 0.566734 24.1529 1.4766 -1 13 0.0118855
